id,numyrs,year,choice,wage,educ,expwc,expbc,expser,manuf,black,lwage,enroll,employ,attrit,exper,expersq,status
5,9,82,5,9383.3095703125,9,1,1,0,0,1,9.1466875076,0,1,0,2,4,3
5,9,83,5,9580.3798828125,9,1,1,1,0,1,9.1674728394,0,1,0,3,9,3
5,9,84,3,NA,9,1,1,2,0,1,NA,0,1,0,4,16,3
5,9,85,5,9682.080078125,9,2,1,2,0,1,9.1780319214,0,1,0,5,25,3
5,9,86,5,16061.4697265625,9,2,1,3,0,1,9.6841783524,0,1,0,6,36,3
5,9,87,3,11017.23046875,9,2,1,4,0,1,9.3072156906,0,1,0,7,49,3
6,9,81,2,NA,8,0,1,0,0,1,NA,0,0,0,1,1,2
6,9,82,4,10848.16015625,8,0,1,0,0,1,9.2917509079,0,1,0,1,1,3
6,9,83,4,16684.01953125,8,0,2,0,0,1,9.7222070694,0,1,0,2,4,3
6,9,84,4,18901.9296875,8,0,3,0,0,1,9.8470191956,0,1,0,3,9,3
6,9,85,2,NA,8,0,4,0,0,1,NA,0,0,0,4,16,2
6,9,86,2,NA,8,0,4,0,0,1,NA,0,0,0,4,16,2
6,9,87,2,NA,8,0,4,0,0,1,NA,0,0,0,4,16,2
7,11,81,2,NA,10,0,1,0,0,1,NA,0,0,0,1,1,2
7,11,82,2,NA,10,0,1,0,0,1,NA,0,0,0,1,1,2
7,11,83,2,NA,10,0,1,0,0,1,NA,0,0,0,1,1,2
7,11,84,2,NA,10,0,1,0,0,1,NA,0,0,0,1,1,2
7,11,85,4,13190.330078125,10,0,1,0,0,1,9.487238884,0,1,0,1,1,3
7,11,86,4,12844.8603515625,10,0,2,0,1,1,9.4606990814,0,1,0,2,4,3
7,11,87,4,16574.58984375,10,0,3,0,1,1,9.7156257629,0,1,0,3,9,3
8,10,81,4,15526.2099609375,12,0,0,0,1,1,9.6502847672,0,1,0,0,0,3
8,10,82,4,16442.4609375,12,0,1,0,1,1,9.7076225281,0,1,0,1,1,3
8,10,83,4,17075.990234375,12,0,2,0,1,1,9.745429039,0,1,0,2,4,3
8,10,84,5,25164.25,12,0,3,0,0,1,10.1331796646,0,1,0,3,9,3
8,10,85,5,26341.470703125,12,0,3,1,0,1,10.178899765,0,1,0,4,16,3
8,10,86,5,28164.169921875,12,0,3,2,0,1,10.2458057404,0,1,0,5,25,3
8,10,87,5,32800.140625,12,0,3,3,0,1,10.3981876373,0,1,0,6,36,3
9,9,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
9,9,82,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
9,9,83,4,1230.7700195312,12,0,0,0,0,1,7.1153950691,0,1,0,0,0,3
9,9,84,4,1160.6899414062,12,0,1,0,0,1,7.0567698479,0,1,0,1,1,3
9,9,85,5,8277.8603515625,12,0,2,0,0,1,9.0213394165,0,1,0,2,4,3
9,9,86,5,7590.2001953125,12,0,2,1,0,1,8.9346132278,0,1,0,3,9,3
9,9,87,2,NA,12,0,2,2,0,1,NA,0,0,0,4,16,2
10,11,81,2,NA,11,0,1,0,0,1,NA,0,0,0,1,1,2
10,11,82,2,NA,11,0,1,0,0,1,NA,0,0,0,1,1,2
10,11,83,2,NA,11,0,1,0,0,1,NA,0,0,0,1,1,2
10,11,84,5,18139.1796875,11,0,1,0,1,1,9.8058290482,0,1,0,1,1,3
10,11,85,5,12025.0498046875,11,0,1,1,1,1,9.3947467804,0,1,0,2,4,3
10,11,86,2,NA,11,0,1,2,0,1,NA,0,0,0,3,9,2
10,11,87,2,NA,11,0,1,2,0,1,NA,0,0,0,3,9,2
11,9,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
11,9,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
11,9,83,5,10336.849609375,11,0,0,0,0,1,9.243470192,0,1,0,0,0,3
11,9,84,5,13301.599609375,11,0,0,1,0,1,9.495639801,0,1,0,1,1,3
11,9,85,5,16648.189453125,11,0,0,2,0,1,9.7200565338,0,1,0,2,4,3
11,9,86,5,11744.41015625,11,0,0,3,0,1,9.3711328506,0,1,0,3,9,3
11,9,87,5,8287.2900390625,11,0,0,4,0,1,9.0224781036,0,1,0,4,16,3
12,11,81,2,NA,14,0,0,0,0,1,NA,0,0,0,0,0,2
12,11,82,2,NA,14,0,0,0,0,1,NA,0,0,0,0,0,2
12,11,83,4,14159.669921875,14,0,0,0,1,1,9.5581531525,0,1,0,0,0,3
12,11,84,4,16828,14,0,1,0,1,1,9.730799675,0,1,0,1,1,3
12,11,85,4,17749.3203125,14,0,2,0,1,1,9.7841024399,0,1,0,2,4,3
12,11,86,4,13961.259765625,14,0,3,0,0,1,9.5440416336,0,1,0,3,9,3
12,11,87,4,37673.0703125,14,0,4,0,1,1,10.5367012024,0,1,0,4,16,3
13,11,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
13,11,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
13,11,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
13,11,84,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
13,11,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
13,11,86,5,NA,11,0,0,0,0,1,NA,0,1,0,0,0,3
13,11,87,NA,NA,11,0,0,1,NA,1,NA,0,0,0,1,1,NA
14,10,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
14,10,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
14,10,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
14,10,84,5,6127.0297851562,11,0,0,0,0,1,8.7204656601,0,1,0,0,0,3
14,10,85,2,NA,11,0,0,1,0,1,NA,0,0,0,1,1,2
14,10,86,2,NA,11,0,0,1,0,1,NA,0,0,0,1,1,2
14,10,87,5,8445.73046875,11,0,0,1,0,1,9.0414161682,0,1,0,1,1,3
15,9,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
15,9,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
15,9,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
15,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
15,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
15,9,86,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
15,9,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
16,9,81,2,NA,11,0,0,1,0,1,NA,0,0,0,1,1,2
16,9,82,1,NA,11,0,0,1,0,1,NA,1,0,0,1,1,1
16,9,83,2,NA,12,0,0,1,0,1,NA,0,0,0,1,1,2
16,9,84,1,NA,12,0,0,1,0,1,NA,1,0,0,1,1,1
16,9,85,1,NA,13,0,0,1,0,1,NA,1,0,0,1,1,1
16,9,86,1,NA,14,0,0,1,0,1,NA,1,0,0,1,1,1
16,9,87,5,18598.8203125,15,0,0,1,0,1,9.8308534622,0,1,0,1,1,3
18,10,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
18,10,82,3,16117.1904296875,13,0,0,0,1,1,9.6876420975,0,1,0,0,0,3
18,10,83,3,15738.58984375,13,1,0,0,1,1,9.6638708115,0,1,0,1,1,3
18,10,84,2,NA,13,2,0,0,0,1,NA,0,0,0,2,4,2
18,10,85,1,NA,13,2,0,0,0,1,NA,1,0,0,2,4,1
18,10,86,1,NA,14,2,0,0,0,1,NA,1,0,0,2,4,1
18,10,87,1,NA,15,2,0,0,0,1,NA,1,0,0,2,4,1
19,10,81,4,12887.830078125,11,0,0,0,0,1,9.4640388489,0,1,0,0,0,3
19,10,82,2,NA,11,0,1,0,0,1,NA,0,0,0,1,1,2
19,10,83,4,14013.2802734375,11,0,1,0,1,1,9.5477609634,0,1,0,1,1,3
19,10,84,4,15658.7197265625,11,0,2,0,1,1,9.658782959,0,1,0,2,4,3
19,10,85,4,15238.08984375,11,0,3,0,1,1,9.6315536499,0,1,0,3,9,3
19,10,86,2,NA,11,0,4,0,0,1,NA,0,0,0,4,16,2
19,10,87,4,14234.650390625,11,0,4,0,1,1,9.5634346008,0,1,0,4,16,3
20,9,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
20,9,82,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,1
20,9,83,1,NA,14,0,0,0,0,1,NA,1,0,0,0,0,1
20,9,84,2,NA,15,0,0,0,0,1,NA,0,0,0,0,0,2
20,9,85,1,NA,15,0,0,0,0,1,NA,1,0,0,0,0,1
20,9,86,4,11552.1796875,16,0,0,0,0,1,9.3546295166,0,1,0,0,0,3
20,9,87,4,13467.98046875,16,0,1,0,0,1,9.5080699921,0,1,0,1,1,3
21,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,1
21,8,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
21,8,83,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
21,8,84,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
21,8,85,5,7091,12,0,0,0,0,1,8.8665819168,0,1,0,0,0,3
21,8,86,2,NA,12,0,0,1,0,1,NA,0,0,0,1,1,2
21,8,87,2,NA,12,0,0,1,0,1,NA,0,0,0,1,1,2
22,10,81,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,1
22,10,82,1,NA,14,0,0,0,0,1,NA,1,0,0,0,0,1
22,10,83,3,NA,15,0,0,0,0,1,NA,0,1,0,0,0,3
22,10,84,1,NA,15,1,0,0,0,1,NA,1,0,0,1,1,1
22,10,85,3,27352.869140625,16,1,0,0,1,1,10.2165765762,0,1,0,1,1,3
22,10,86,3,32860.23828125,16,2,0,0,1,1,10.400018692,0,1,0,2,4,3
22,10,87,3,45735.140625,16,3,0,0,1,1,10.7306222916,0,1,0,3,9,3
23,9,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
23,9,82,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,1
23,9,83,2,NA,14,0,0,0,0,1,NA,0,0,0,0,0,2
23,9,84,5,4341.509765625,14,0,0,0,0,1,8.3759775162,0,1,0,0,0,3
23,9,85,1,NA,14,0,0,1,0,1,NA,1,0,0,1,1,1
23,9,86,3,11779.2900390625,15,0,0,1,0,1,9.3740978241,0,1,0,1,1,3
23,9,87,1,NA,15,1,0,1,0,1,NA,1,0,0,2,4,1
24,11,81,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
24,11,82,4,9357.7998046875,10,0,0,0,0,1,9.1439657211,0,1,0,0,0,3
24,11,83,5,10550.419921875,10,0,1,0,0,1,9.263920784,0,1,0,1,1,3
24,11,84,5,12644.5,10,0,1,1,0,1,9.4449777603,0,1,0,2,4,3
24,11,85,5,14635.51953125,10,0,1,2,0,1,9.5912065506,0,1,0,3,9,3
24,11,86,3,11344.8798828125,10,0,1,3,0,1,9.3365221024,0,1,0,4,16,3
24,11,87,3,13591.16015625,10,1,1,3,0,1,9.5171747208,0,1,0,5,25,3
25,9,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
25,9,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
25,9,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
25,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
25,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
25,9,86,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
25,9,87,4,14130.26953125,11,0,0,0,0,1,9.5560741425,0,1,0,0,0,3
26,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,1
26,8,82,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
26,8,83,5,8247.669921875,12,0,0,0,0,1,9.0176858902,0,1,0,0,0,3
26,8,84,5,8858.4404296875,12,0,0,1,0,1,9.0891256332,0,1,0,1,1,3
26,8,85,5,5797.419921875,12,0,0,2,0,1,8.6651678085,0,1,0,2,4,3
26,8,86,2,NA,12,0,0,3,0,1,NA,0,0,0,3,9,2
26,8,87,5,10120.25,12,0,0,3,0,1,9.2222938538,0,1,0,3,9,3
27,11,81,4,19056.48046875,12,0,2,0,1,1,9.8551626205,0,1,0,2,4,3
27,11,82,4,18595.400390625,12,0,3,0,1,1,9.8306694031,0,1,0,3,9,3
27,11,83,2,NA,12,0,4,0,0,1,NA,0,0,0,4,16,2
27,11,84,4,NA,12,0,4,0,0,1,NA,0,1,0,4,16,3
27,11,85,2,NA,12,0,5,0,0,1,NA,0,0,0,5,25,2
27,11,86,2,NA,12,0,5,0,0,1,NA,0,0,0,5,25,2
27,11,87,4,16895.41015625,12,0,5,0,0,1,9.7347974777,0,1,0,5,25,3
28,11,81,5,7995.2299804688,12,0,0,0,0,1,8.9865999222,0,1,0,0,0,3
28,11,82,5,7870.5297851562,12,0,0,1,0,1,8.9708805084,0,1,0,1,1,3
28,11,83,3,15730.01953125,12,0,0,2,0,1,9.6633262634,0,1,0,2,4,3
28,11,84,3,15527.01953125,12,1,0,2,0,1,9.6503372192,0,1,0,3,9,3
28,11,85,3,7799.5698242188,12,2,0,2,0,1,8.9618234634,0,1,0,4,16,3
28,11,86,2,NA,12,3,0,2,0,1,NA,0,0,0,5,25,2
28,11,87,3,12354.2900390625,12,3,0,2,0,1,9.4217586517,0,1,0,5,25,3
29,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,1
29,8,82,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
29,8,83,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
29,8,84,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,1
29,8,85,4,10686.2197265625,14,0,0,0,1,1,9.2767105103,0,1,0,0,0,3
29,8,86,4,10735.259765625,14,0,1,0,1,1,9.2812891006,0,1,0,1,1,3
29,8,87,4,10470.490234375,14,0,2,0,1,1,9.256316185,0,1,0,2,4,3
32,8,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,1
32,8,82,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
32,8,83,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
32,8,84,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
32,8,85,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
32,8,86,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
32,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,86,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
35,9,87,3,NA,11,0,0,0,0,1,NA,0,1,0,0,0,3
36,10,81,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,2
36,10,82,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,2
36,10,83,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,2
36,10,84,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,2
36,10,85,5,5229.5200195312,9,0,0,0,0,1,8.5620746613,0,1,0,0,0,3
36,10,86,5,7427.9799804688,9,0,0,1,0,1,8.9130096436,0,1,0,1,1,3
36,10,87,5,12967.1796875,9,0,0,2,0,1,9.4701766968,0,1,0,2,4,3
37,9,81,1,NA,10,0,0,0,0,1,NA,1,0,0,0,0,1
37,9,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
37,9,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
37,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
37,9,85,5,7424.1298828125,11,0,0,0,0,1,8.9124908447,0,1,0,0,0,3
37,9,86,2,NA,11,0,0,1,0,1,NA,0,0,0,1,1,2
37,9,87,4,5847.58984375,11,0,0,1,0,1,8.6737852097,0,1,0,1,1,3
38,4,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
38,4,82,2,NA,11,0,0,0,0,1,NA,0,0,1,0,0,2
39,8,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
39,8,82,3,5916.08984375,12,0,0,0,0,1,8.6854314804,0,1,0,0,0,3
39,8,83,3,7135.330078125,12,1,0,0,0,1,8.8728141785,0,1,0,1,1,3
39,8,84,3,7532.4599609375,12,2,0,0,0,1,8.9269771576,0,1,0,2,4,3
39,8,85,4,8846.48046875,12,3,0,0,0,1,9.0877752304,0,1,0,3,9,3
39,8,86,5,13250,12,3,1,0,0,1,9.4917526245,0,1,0,4,16,3
39,8,87,5,11652.5,12,3,1,1,0,1,9.3632764816,0,1,0,5,25,3
40,10,81,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
40,10,82,4,12629.9697265625,12,0,0,0,0,1,9.4438276291,0,1,0,0,0,3
40,10,83,4,16430.869140625,12,0,1,0,0,1,9.7069168091,0,1,0,1,1,3
40,10,84,4,17644.240234375,12,0,2,0,0,1,9.7781648636,0,1,0,2,4,3
40,10,85,4,17583.83984375,12,0,3,0,0,1,9.7747354507,0,1,0,3,9,3
40,10,86,4,22234.599609375,12,0,4,0,1,1,10.0094051361,0,1,0,4,16,3
40,10,87,3,15833.6103515625,12,0,5,0,0,1,9.6698904037,0,1,0,5,25,3
41,8,81,4,12584.58984375,9,0,1,0,0,1,9.4402284622,0,1,0,1,1,3
41,8,82,2,NA,9,0,2,0,0,1,NA,0,0,0,2,4,2
41,8,83,5,1769.4100341797,9,0,2,0,0,1,7.4784016609,0,1,0,2,4,3
41,8,84,2,NA,9,0,2,1,0,1,NA,0,0,0,3,9,2
41,8,85,4,10228.3095703125,9,0,2,1,0,1,9.2329149246,0,1,0,3,9,3
41,8,86,5,13685.08984375,9,0,3,1,0,1,9.5240621567,0,1,0,4,16,3
41,8,87,4,10724.73046875,9,0,3,2,0,1,9.2803077698,0,1,0,5,25,3
42,9,81,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
42,9,82,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
42,9,83,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
42,9,84,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
42,9,85,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
42,9,86,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
42,9,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,2
43,10,81,2,NA,13,0,0,0,0,1,NA,0,0,0,0,0,2
43,10,82,2,NA,13,0,0,0,0,1,NA,0,0,0,0,0,2
43,10,83,4,17493.44921875,13,0,0,0,0,1,9.7695817947,0,1,0,0,0,3
43,10,84,2,NA,13,0,1,0,0,1,NA,0,0,0,1,1,2
43,10,85,4,NA,13,0,1,0,1,1,NA,0,1,0,1,1,3
43,10,86,2,NA,13,0,2,0,0,1,NA,0,0,0,2,4,2
43,10,87,2,NA,13,0,2,0,0,1,NA,0,0,0,2,4,2
45,11,81,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,1
45,11,82,1,NA,14,0,0,0,0,1,NA,1,0,0,0,0,1
45,11,83,3,12549.3203125,15,0,0,0,0,1,9.4374217987,0,1,0,0,0,3
45,11,84,3,14781.009765625,15,1,0,0,0,1,9.6010980606,0,1,0,1,1,3
45,11,85,3,15219.08984375,15,2,0,0,0,1,9.6303062439,0,1,0,2,4,3
45,11,86,3,17050.75,15,3,0,0,0,1,9.7439498901,0,1,0,3,9,3
45,11,87,3,18700.0390625,15,4,0,0,0,1,9.8362808228,0,1,0,4,16,3
46,9,81,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,2
46,9,82,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,2
46,9,83,5,NA,9,0,0,0,0,1,NA,0,1,0,0,0,3
46,9,84,2,NA,9,0,0,1,0,1,NA,0,0,0,1,1,2
46,9,85,2,NA,9,0,0,1,0,1,NA,0,0,0,1,1,2
46,9,86,2,NA,9,0,0,1,0,1,NA,0,0,0,1,1,2
46,9,87,2,NA,9,0,0,1,0,1,NA,0,0,0,1,1,2
47,10,81,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
47,10,82,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
47,10,83,4,10260.6103515625,12,0,0,0,0,1,9.2360677719,0,1,0,0,0,3
47,10,84,4,9253.8701171875,12,0,1,0,0,1,9.1327972412,0,1,0,1,1,3
47,10,85,2,NA,12,0,2,0,0,1,NA,0,0,0,2,4,2
47,10,86,4,9601.3095703125,12,0,2,0,0,1,9.1696548462,0,1,0,2,4,3
47,10,87,2,NA,12,0,3,0,0,1,NA,0,0,0,3,9,2
48,10,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
48,10,82,5,5949.4301757812,11,0,0,0,0,1,8.6910505295,0,1,0,0,0,3
48,10,83,4,9350.1796875,11,0,0,1,0,1,9.1431512833,0,1,0,1,1,3
48,10,84,4,8875.580078125,11,0,1,1,0,1,9.0910587311,0,1,0,2,4,3
48,10,85,5,NA,11,0,2,1,0,1,NA,0,1,0,3,9,3
48,10,86,2,NA,11,0,2,2,0,1,NA,0,0,0,4,16,2
48,10,87,4,16618.240234375,11,0,2,2,0,1,9.7182559967,0,1,0,4,16,3
49,8,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
49,8,82,3,8142.2001953125,12,0,0,0,0,1,9.0048160553,0,1,0,0,0,3
49,8,83,1,NA,12,1,0,0,0,1,NA,1,0,0,1,1,1
49,8,84,4,13241.51953125,13,1,0,0,0,1,9.491112709,0,1,0,1,1,3
49,8,85,4,13104.8701171875,13,1,1,0,0,1,9.4807395935,0,1,0,2,4,3
49,8,86,3,12303.8798828125,13,1,2,0,0,1,9.4176702499,0,1,0,3,9,3
49,8,87,3,21199.880859375,13,2,2,0,0,1,9.9617509842,0,1,0,4,16,3
51,9,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
51,9,82,5,7653.7797851562,12,0,0,0,0,1,8.9429550171,0,1,0,0,0,3
51,9,83,5,NA,12,0,0,1,0,1,NA,0,1,0,1,1,3
51,9,84,3,NA,12,0,0,2,0,1,NA,0,1,0,2,4,3
51,9,85,3,11093.400390625,12,1,0,2,0,1,9.3141059875,0,1,0,3,9,3
51,9,86,4,15193.2900390625,12,2,0,2,1,1,9.6286087036,0,1,0,4,16,3
51,9,87,4,14917.1298828125,12,2,1,2,0,1,9.6102657318,0,1,0,5,25,3
52,10,81,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
52,10,82,1,NA,13,0,0,0,0,1,NA,1,0,0,0,0,1
52,10,83,4,NA,14,0,0,0,0,1,NA,0,1,0,0,0,3
52,10,84,4,9071.830078125,14,0,1,0,0,1,9.1129293442,0,1,0,1,1,3
52,10,85,4,12287.009765625,14,0,2,0,0,1,9.4162979126,0,1,0,2,4,3
52,10,86,4,14169.7998046875,14,0,3,0,0,1,9.5588684082,0,1,0,3,9,3
52,10,87,4,16818.33984375,14,0,4,0,0,1,9.730225563,0,1,0,4,16,3
53,9,81,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
53,9,82,4,10366.9697265625,12,0,0,0,0,1,9.2463798523,0,1,0,0,0,3
53,9,83,2,NA,12,0,1,0,0,1,NA,0,0,0,1,1,2
53,9,84,4,7316.0698242188,12,0,1,0,0,1,8.8978281021,0,1,0,1,1,3
53,9,85,2,NA,12,0,2,0,0,1,NA,0,0,0,2,4,2
53,9,86,2,NA,12,0,2,0,0,1,NA,0,0,0,2,4,2
53,9,87,4,5468.6201171875,12,0,2,0,0,1,8.6067819595,0,1,0,2,4,3
54,10,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
54,10,82,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
54,10,83,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,2
54,10,84,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
54,10,85,5,NA,13,0,0,0,0,1,NA,0,1,0,0,0,3
54,10,86,5,NA,13,0,0,1,0,1,NA,0,1,0,1,1,3
54,10,87,5,11662.169921875,13,0,0,2,0,1,9.3641052246,0,1,0,2,4,3
56,9,81,5,8472.5498046875,12,0,0,0,0,1,9.0445871353,0,1,0,0,0,3
56,9,82,5,8389.9697265625,12,0,0,1,0,1,9.0347919464,0,1,0,1,1,3
56,9,83,4,15420.51953125,12,0,0,2,0,1,9.6434545517,0,1,0,2,4,3
56,9,84,4,16787.580078125,12,0,1,2,0,1,9.7283945084,0,1,0,3,9,3
56,9,85,3,18346.8203125,12,0,2,2,0,1,9.8172111511,0,1,0,4,16,3
56,9,86,4,24371.810546875,12,1,2,2,0,1,10.1011819839,0,1,0,5,25,3
56,9,87,4,25310.380859375,12,1,3,2,0,1,10.1389703751,0,1,0,6,36,3
57,9,81,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
57,9,82,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
57,9,83,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
57,9,84,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
57,9,85,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,2
57,9,86,4,6832.41015625,11,0,0,0,0,1,8.8294324875,0,1,0,0,0,3
57,9,87,5,10253.669921875,11,0,1,0,0,1,9.2353906631,0,1,0,1,1,3
58,8,81,1,NA,11,0,0,0,0,1,NA,1,0,0,0,0,1
58,8,82,1,NA,12,0,0,0,0,1,NA,1,0,0,0,0,1
